ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT4G17710	0.184421834	0.792155936	-0.002340175	0.998901567	-0.084793209	0.875927859	0.011689437	0.977444786	-0.122355252	0.662863068	-0.104253916	0.843919078	-0.021341891	0.978472628
AT4G17720	-0.018474277	0.983570093	0.090781984	0.955021066	0.013627318	0.98179272	0.045346234	0.862909271	0.006544456	0.984970848	0.117608766	0.524838009	0.078476153	0.874356792
AT4G17730	-0.227514971	0.615919249	-0.144406608	0.946820365	-0.362130479	0.614315195	-0.816780923	0.003943982	-0.343495208	0.384501481	-0.277459455	0.504606354	-0.296359186	0.62151238
AT4G17740	0.039114024	0.974016979	0.117609621	0.959458645	0.069111831	0.932438103	-0.088089673	0.804568214	0.128994974	0.670292218	-0.073365951	0.778288931	0.22561969	0.603444048
AT4G17750	0.462599882	0.335599909	-0.176352733	0.939997501	-0.028449622	0.950921144	-0.082960097	0.81124116	-0.001753611	0.995440897	0.276508821	0.471887961	0.189333628	0.815267685
AT4G17760	0.101207543	0.918953171	0.206255309	0.930066563	0.121693744	0.755536094	0.212607561	0.465439382	0.040944735	0.906669999	0.216384367	0.468472095	-0.153020149	0.783999421
AT4G17770	0.482279522	0.285550716	0.345245248	0.613498116	0.476873753	0.328005545	0.814252698	0.001884145	0.903037304	0.001239337	0.385770159	0.036800137	0.360949442	0.274342403
AT4G17785	0.591992239	0.505999181	-0.292820191	0.902927434	0.304821022	0.677104914	0.905122403	0.02571152	0.839952602	0.033570739	0.997608515	0.004465288	1.193538132	0.021898663
AT4G17790	-0.188750182	0.727484134	0.052219859	0.985482712	-0.34096579	0.321446173	-0.075910085	0.750943874	0.627362482	0.009286671	0.857607741	0.022264732	0.702419271	0.122601921
AT4G17800	0.079617225	0.931419168	-0.127004394	0.959458645	-0.378606896	0.518012995	0.032924183	0.920712424	0.057300829	0.856329702	0.091735238	0.661525664	-0.178248186	0.583442008
AT4G17810	-0.022243362	0.987885817	0.139361632	0.919162147	-0.090757491	0.873997497	-0.01639199	0.958760025	-0.044703279	0.895798505	0.347026384	0.206686705	-0.089434366	0.876220606
AT4G17830	-0.060964021	0.940472318	0.000652417	0.999340396	0.000689599	0.999460384	0.027162903	0.920300277	0.044082125	0.836686116	0.151454509	0.711083689	-0.014616552	0.980400314
AT4G17840	0.452891869	0.404820538	-0.27105416	0.851883794	0.044869882	0.934093139	-0.194890787	0.485508677	-0.442190374	0.08766097	-0.400310413	0.203949061	0.226534616	0.792823877
AT4G17860	0.144166913	0.815142033	-0.128264818	0.907429266	-0.097237601	0.774321308	-0.246083491	0.176592657	-0.202081788	0.393864623	-0.139688615	0.536497867	-0.282320188	0.430138749
AT4G17870	0.01980667	0.988411035	0.287104923	0.908334757	0.351299129	0.673911323	0.656695388	0.051523862	0.447032171	0.082422929	0.657222951	0.02210028	-0.085766422	0.917685306
AT4G17880	-0.385166416	0.588916754	-0.12309731	0.952078041	-0.142775493	0.718117849	0.149718225	0.643901029	-0.039362945	0.873403447	0.083095437	0.80136212	0.078876839	0.881347729
AT4G17890	-0.07184786	0.931074259	0.167783935	0.864082652	-0.084381994	0.812010909	-0.174896195	0.43365501	-0.052834677	0.830523235	0.214414087	0.19888433	-0.075797378	0.90782827
AT4G17895	0.359423413	0.453465063	0.274635414	0.796988185	0.014636699	0.982956364	-0.076479544	0.817543206	0.09788955	0.703653195	0.114873111	0.667508912	-0.008411243	0.989608127
AT4G17900	0.040776845	0.969386226	-0.242837364	0.831741072	-0.378656526	0.387545675	-0.731649102	0.017004657	-0.502395602	0.011296683	-0.377378445	0.070571448	-0.12005675	0.73989147
AT4G17910	0.334299915	0.62607149	0.044274919	0.986008083	-0.044512153	0.925542817	0.022338363	0.948850772	-0.496770784	0.069602099	-0.271060547	0.320525893	-0.123991627	0.813232752
AT4G17930	-0.070984033	0.899158169	0.206022176	0.907429266	0.074759979	0.765435775	-0.039718623	0.885091187	0.235664414	0.108680796	0.324873767	0.123790951	-0.026972834	0.943971713
AT4G17940	0.086814205	0.912465523	0.1489396	0.930066563	0.481832687	0.253037003	0.043773333	0.867612242	0.034054496	0.898133571	0.359619173	0.207078538	0.288636445	0.39178531
AT4G17950	-0.127783113	0.88286523	-0.042322764	0.985234455	0.134806041	0.74174607	-0.014009528	0.969675263	0.161832612	0.578659059	0.126636516	0.608594158	0.050483096	0.933961937
AT4G17960	-0.266973934	0.699852848	0.161188796	0.933440873	-0.042867429	0.95721209	-0.15434429	0.639120553	-0.174901772	0.574000882	-0.288470778	0.327470727	-0.103645905	0.939239545
AT4G17970	0.046594033	0.970980891	-0.223609306	0.878553782	-0.599363449	0.187712253	-0.745876989	0.006286365	-0.840224377	0.002601714	-1.026095903	0.015006719	-0.185830135	0.803082437
AT4G17980	0.861478187	0.302551643	0.654318712	0.191770362	0.167070486	0.621093237	0.183151943	0.324739135	0.324624029	0.094222438	0.165100674	0.636783575	0.074690176	0.831044581
AT4G17990	-0.086245149	0.841029561	-0.02667067	0.990192785	-0.11899251	0.777338813	0.031945585	0.918005726	-0.129009808	0.562770151	-0.074104404	0.873561478	-0.050365615	0.91756121
AT4G18000	0.097045752	0.886114107	0.142959441	0.927914259	0.003096497	0.99657905	-0.179540397	0.478261714	-0.401285072	0.116054423	-0.165239131	0.711914381	-0.148252889	0.757264559
AT4G18010	-0.244180439	0.929625359	0.007035533	0.998901567	-0.131971762	0.89916649	-0.245233535	0.418794243	-1.144559366	0.001634785	-1.210046474	0.00781136	-0.361263126	0.535510367
AT4G18020	0.11387775	0.893577913	-0.16034104	0.923898003	0.026477964	0.969212138	-0.036447828	0.912978094	-0.051490813	0.848688034	-0.168616121	0.529627329	0.229077895	0.617108925
AT4G18030	0.259418808	0.471112908	0.229725965	0.881667281	-0.449780956	0.436445284	-0.036011484	0.911126453	-0.010322131	0.970004873	-0.167232856	0.370549188	-0.109056283	0.862862397
AT4G18040	-0.195135383	0.762827473	-0.130663536	0.939997501	0.234369853	0.600076133	0.409759911	0.029833374	0.132738585	0.442566245	0.114323388	0.520073917	0.009797659	0.985134734
AT4G18050	-0.346782574	0.60234844	-0.503413294	0.613637749	-0.201322683	0.622378283	-0.54960479	0.088738628	-0.529401562	0.038201967	-0.822913115	0.0295577	-0.477312744	0.385092029
AT4G18060	-0.05592585	0.947433295	0.159555995	0.918315676	-0.299172631	0.434261846	-0.24981867	0.222465113	-0.024212528	0.945661017	0.187766837	0.254522932	-0.198250511	0.774666924
AT4G18070	0.268105962	0.785927565	-0.201290035	0.965591569	-0.806594581	0.220849959	-0.384322155	0.046726173	-0.696422701	0.004926015	-0.477049416	0.11628258	-0.589211193	0.059706355
AT4G18080	0.027915475	0.973568456	-0.019529878	0.992349118	-0.13936185	0.648257538	0.09633824	0.573383178	0.04199838	0.860862531	-0.100825102	0.584873978	-0.181793164	0.769329866
AT4G18090	0.080147405	0.884589334	-0.058775233	0.959826602	0.074137876	0.788216237	0.060178161	0.734062539	0.034845271	0.842096831	-0.175879652	0.43037737	0.025430422	0.96138141
AT4G18100	-0.153449493	0.840036855	0.113306225	0.939997501	0.112493847	0.846961574	0.350637271	0.085282311	0.253739901	0.176321919	0.057094911	0.82856145	0.023953568	0.962066159
AT4G18120	-0.089654735	0.956315798	0.437269815	0.798616632	0.284295751	0.510332112	0.626817674	0.157605757	0.681195479	0.141841143	0.191676413	0.293213398	0.31535051	0.402309889
AT4G18130	-0.025817357	0.981208388	0.022985183	0.992956458	0.369194874	0.346370832	0.146139746	0.588852824	0.391943852	0.054220497	0.071238496	0.770848723	0.437719126	0.21836607
AT4G18140	0.308647911	0.837580002	0.127278429	0.944276546	-0.071513753	0.94214547	-0.116387238	0.713249649	-0.236110705	0.368823555	-0.10144755	0.701833735	0.224567578	0.725345323
AT4G18160	-0.040686779	0.973942458	-0.186988363	0.946770814	-0.386730872	0.599601429	-0.204443657	0.468277189	0.12876078	0.593971122	0.030097903	0.908714704	-0.077583861	0.888814157
AT4G18170	0.377483567	0.471112908	0.015967704	0.993331778	0.265987733	0.407445086	0.223716653	0.408243964	0.347646323	0.1981877	0.069499064	0.919509565	0.310170705	0.61076084
AT4G18180	0.064205982	0.916881705	0.206968951	0.899555466	-0.062700095	0.912474787	-0.060078071	0.80723453	-0.055276373	0.831632318	-0.064755007	0.8625088	0.123461831	0.845207456
AT4G18210	-0.081661087	0.941977347	0.057570017	0.986008083	-0.273935722	0.622970824	-0.43583127	0.234801898	-0.186527647	0.40361013	-0.514990921	0.095726834	-0.238325742	0.635075974
AT4G18230	0.126021464	0.874560498	0.104795248	0.952901431	-0.041685135	0.927567639	-0.077031172	0.799816046	-0.016722303	0.951960281	0.213800141	0.462115332	-0.008111899	0.98947074
AT4G18240	-0.229959232	0.748219775	0.049554038	0.985234455	0.154029677	0.713135354	0.028771952	0.935406537	0.319254294	0.151250144	0.142930393	0.507712393	0.111353467	0.855369647
AT4G18250	0.277244521	0.591085526	0.323993315	0.74041666	0.958551499	0.303799995	0.745507439	0.005764598	0.211560986	0.245132447	0.083871405	0.890430584	-0.202649193	0.514402813
AT4G18260	0.083995015	0.916881705	0.111252253	0.958295194	0.137699989	0.797997742	0.011206731	0.978542843	0.00063516	0.998504195	0.160712448	0.588776327	0.13493514	0.84539012
AT4G18270	-0.243663228	0.824625458	-0.152832462	0.946770814	-0.753098644	0.183239158	-0.492913583	0.055941405	-0.199037726	0.583216409	-0.385452132	0.171756509	-0.08593243	0.903675017
AT4G18280	1.361326538	0.309145637	0.88248981	0.815223957	0.427497859	0.845870429	0.189791535	0.548073262	0.274645621	0.59405004	-0.493540875	0.32286968	1.192424688	0.067507294
AT4G18290	-0.192110842	0.596139729	-0.012393143	0.99107951	-0.258618431	0.145953216	0.02024407	0.944921285	-0.053867833	0.757636186	0.171961798	0.454764924	0.126801155	0.684106087
AT4G18300	0.10809397	0.874096045	-0.141427941	0.97498284	-0.017469029	0.976758583	0.179841902	0.468841549	0.410799452	0.071515843	0.188306725	0.548046141	0.582175782	0.401828145
AT4G18330	-0.058640722	0.944476184	0.016187306	0.994255528	-0.075750126	0.844226878	-0.007246664	0.986485797	0.08507176	0.691635314	-0.150239505	0.533111822	0.085563234	0.836276636
AT4G18340	0.91067039	0.676346894	1.790775251	0.130004699	1.565437176	0.064686635	1.936590903	0.000111568	0.916922557	0.015839995	0.581423227	0.012451419	0.209709553	0.669828751
AT4G18350	-0.027417487	0.981208388	-0.253229853	0.811495533	-0.542756085	0.127378727	-0.398776175	0.096320037	-0.496249375	0.076712349	-0.613559727	0.02897724	-0.338539064	0.315973377
AT4G18360	0.239768707	0.692711849	-0.133735941	0.961143765	0.355266041	0.441579193	-0.252264531	0.176592657	-0.982491281	0.000243442	-1.141416927	0.00235681	-0.326228854	0.798549747
AT4G18370	-0.544309194	0.2900972	-0.093011465	0.965975722	-0.347162382	0.417734585	-0.180694662	0.494813399	0.192325066	0.504614641	-0.102286852	0.763126869	-0.044380101	0.97018475
AT4G18375	-0.073734222	0.900613521	-0.027611324	0.990662691	0.02354059	0.96786468	0.240475348	0.347856702	0.150999109	0.460247395	0.199598052	0.506623697	-0.154650568	0.751653731
AT4G18390	0.039841996	0.973568456	0.09865248	0.952901431	-0.071827373	0.866142628	0.091282421	0.793270827	-0.026443449	0.921747031	0.089729351	0.856932818	0.040439321	0.945617435
AT4G18395	-0.203703302	0.840938081	-0.002051651	0.998994349	-0.07199442	0.778343646	0.008374077	0.986939949	-0.129636519	0.62325964	-0.121148785	0.54897148	-0.165195011	0.73212621
AT4G18400	-0.324289976	0.760631338	-0.138864496	0.949824115	0.115735165	0.81591432	-0.036964569	0.912519674	0.306046445	0.139134343	0.286002208	0.443388342	0.162206573	0.750922307
AT4G18410	-0.256793324	0.686167842	-0.156977815	0.877989095	-0.021813906	0.96786468	-0.27232255	0.33763969	-0.139308302	0.589664373	-0.030646084	0.959300908	-0.185968341	0.7755148
AT4G18420	0.204323943	0.605360732	0.280688167	0.509055106	0.018032968	0.963681223	-0.096869543	0.747175179	-0.086296172	0.675314376	-0.127314965	0.660196241	-0.090472685	0.790868085
AT4G18425	0.061379816	0.941644035	-0.2326479	0.878397383	-0.572906591	0.220714347	-0.845222747	0.051865165	0.225062791	0.554689012	0.365090746	0.3201117	-0.597940683	0.093024814
AT4G18430	-0.043991496	0.985194228	-0.038367792	0.986008083	-0.280165419	0.655441386	-0.463653164	0.151596379	-1.243243127	0.000726992	-1.346539637	0.007605028	-0.840876714	0.059706355
AT4G18440	-0.493708278	0.528334077	-0.102445698	0.959082836	0.060640377	0.937402187	0.45454019	0.387998653	0.317240586	0.375496676	-0.060627111	0.94179058	0.02605123	0.975570483
AT4G18450	-0.24658529	0.802795173	-0.035843773	0.984027514	-0.012802881	0.979469528	0.065788415	0.795529571	1.183240643	0.000812748	1.618810034	0.00041204	2.147734372	0.001786137
AT4G18460	-0.211779483	0.865357594	-0.044935845	0.985893413	0.276523486	0.528922302	0.039376028	0.900419689	0.331525296	0.176298064	0.096252737	0.715365265	-0.012540071	0.982450431
AT4G18465	-0.186450537	0.772149585	-0.07031692	0.975583558	0.224536229	0.546983606	0.045080415	0.889991225	0.43010158	0.102377636	0.445438231	0.093729525	0.124797719	0.834507336
AT4G18470	-0.062558656	0.955717531	0.184885717	0.840427673	0.485390666	0.332205594	0.547313773	0.049366815	0.659149294	0.050063226	-0.183220798	0.609658394	0.483981397	0.472663996
AT4G18480	0.141754934	0.859705289	-0.148435358	0.929198698	0.056252602	0.923156762	-0.071177183	0.83044329	0.187653989	0.499992764	0.178391123	0.574684062	0.469584629	0.185447135
AT4G18490	0.241225459	0.613764935	0.199525119	0.821563351	0.149456618	0.517748228	0.014435446	0.952511303	0.067846222	0.786975343	0.043527933	0.86949533	0.112469515	0.813561947
AT4G18500	-0.318539826	0.494369591	0.013627194	0.990387852	-0.024190517	0.925791883	0.065708917	0.805984968	0.033053778	0.838072287	-0.098305271	0.744454387	-0.123059651	0.644740659
AT4G18510	-0.21516494	0.888152047	0.470675807	0.975583558	-1.775877709	0.375509088	-1.74138431	0.008460093	-0.898576356	0.336912627	-0.540507699	0.244581496	-0.41145244	0.731478539
AT4G18520	0.263233977	0.729545713	-0.174431665	0.936521098	-0.162193713	0.762508189	0.068552454	0.862120715	-0.127064214	0.623488202	-0.141317753	0.672328168	-0.151220272	0.844524322
AT4G18530	-0.048217915	0.961172557	-0.071445133	0.977740521	0.026561849	0.976758583	-0.122009745	0.786231743	-0.227180463	0.426533369	-0.208176859	0.578832109	-0.417663638	0.268195645
AT4G18540	0.031614957	0.963927153	-0.065088551	0.965576537	-0.209770824	0.603375009	-0.151066606	0.64168457	-0.097849311	0.731752132	-0.192083839	0.561612296	0.091660538	0.875272795
AT4G18550	-0.080114327	0.920470969	-0.222397591	0.930066563	-0.610125293	0.185348301	-0.563103697	0.246297607	0.182696668	0.628913143	0.783374847	0.051595366	1.456062452	0.038784136
AT4G18560	-0.019645476	0.984817913	-0.253861426	0.774843787	-0.283120946	0.561103086	-0.104200327	0.628377101	-0.303777643	0.108372079	-0.369162183	0.372476803	0.250940405	0.451022648
AT4G18570	-0.320570207	0.567002595	-0.365660368	0.760726138	-0.326384371	0.425159997	0.033789037	0.91683987	0.011123149	0.974851832	-0.138802303	0.714707725	0.353489325	0.580751029
AT4G18580	0.055037521	0.937571745	-0.041395507	0.984664344	0.08639272	0.821802607	-0.182651246	0.394321579	-0.026453079	0.912454174	0.086248226	0.777077618	0.050487971	0.936088434
AT4G18590	-0.176615463	0.772445961	-0.078319143	0.978195818	0.283432966	0.532515733	0.14916691	0.696007653	0.404437397	0.108671153	0.25272107	0.539024757	0.154151398	0.787889324
AT4G18593	-0.110941386	0.889859347	0.067208398	0.972037101	0.467979532	0.178301031	0.339367058	0.100648382	0.26116071	0.177951451	0.111721383	0.56049876	0.151515983	0.728987966
AT4G18600	-0.120306293	0.89042395	-0.206820936	0.93595157	0.039403256	0.938942267	-0.220401692	0.425880937	-0.071276183	0.793548566	-0.207586862	0.43452754	0.343256339	0.447978529
AT4G18610	-0.060553848	0.955717531	-0.460306704	0.907029117	-1.387264784	0.063114943	-0.376487076	0.104247587	0.071432867	0.770957558	0.51128939	0.029818831	0.163442027	0.705846173
AT4G18630	-0.515547719	0.754780571	-0.836604513	0.488088645	-0.427834461	0.689172977	-0.850615161	0.182324744	-0.781865898	0.007244886	0.170312382	0.726543563	-0.149097721	0.891681075
AT4G18640	-0.144983822	0.819624904	0.092319146	0.956526695	-0.165910297	0.832886431	-0.206715038	0.381604562	-0.386488749	0.072036437	-0.261228964	0.148338208	-0.508369357	0.35039179
AT4G18650	0.152240854	0.876808401	0.721184681	0.746863047	-0.037851463	0.953295273	0.070250931	0.832696357	0.062266767	0.846088493	-0.23094575	0.534986471	0.060354382	0.939239545
AT4G18670	0.0752847	0.929625359	0.202125972	0.877989095	0.044656795	0.913663355	-0.000470894	0.999592722	0.209564828	0.397973272	0.225239599	0.294761595	0.084007282	0.880548467
AT4G18700	-0.181548199	0.886339168	-0.267634165	0.878553782	-0.232375229	0.615852144	-0.002492075	0.99392705	0.276141845	0.272378238	0.411533206	0.058515699	0.180932793	0.706010331
AT4G18710	0.005985235	0.996384598	0.027406193	0.994255528	-0.114869841	0.895767368	-0.174583635	0.51365966	-0.134253101	0.66361785	0.114663199	0.537682781	0.044596011	0.921830008
AT4G18720	-0.043607761	0.928450123	0.078749742	0.915810061	0.027116948	0.938942267	-0.176699408	0.47336547	-0.157305395	0.388208583	-0.234649188	0.517888037	-0.121563481	0.860120583
AT4G18730	0.024607682	0.973203989	-0.00617435	0.997006706	0.20092576	0.669651752	0.161120431	0.434129522	0.231836381	0.141625995	0.15621001	0.436593445	0.178250955	0.541081247
AT4G18740	0.036364331	0.958737044	0.233563702	0.695414667	0.306835469	0.257761842	0.094649144	0.761167971	0.065090926	0.767704661	-0.205316889	0.335901357	-0.098368854	0.707201088
AT4G18750	-0.018356329	0.982221008	-0.017702446	0.990352179	0.052021585	0.933087497	0.180815588	0.486285838	0.115393682	0.595134594	-0.02600775	0.903618554	-0.104334278	0.66634617
AT4G18770	-0.013557883	0.981208388	-0.084054262	0.939997501	-0.043412217	0.901161905	-0.015245582	0.953585259	-0.123171068	0.511360559	-0.374959776	0.141656435	-0.078919633	0.903675017
AT4G18780	-0.175937109	0.801469061	-0.135009446	0.939997501	-0.582820036	0.123846954	-0.681503492	0.038015429	-0.814938184	0.005232633	-0.295427717	0.220484045	-0.847388469	0.078176209
AT4G18790	0.126048099	0.817018554	0.010538724	0.994255528	-0.059331147	0.886219959	-0.054599185	0.80520863	-0.14659914	0.339183688	-0.384755051	0.110588512	-0.155965345	0.692771936
AT4G18800	-0.236111939	0.831027819	-0.12333928	0.962768724	-0.039386562	0.963470607	-0.028015739	0.931378265	-0.00682569	0.981999446	0.031283542	0.902740105	-0.376976259	0.349244246
AT4G18810	0.008047668	0.99431828	-0.16447846	0.899757498	-0.084981216	0.844226878	-0.097632143	0.587180507	0.166650184	0.562770151	0.009278662	0.970670451	-0.153916634	0.77350031
AT4G18820	-0.214263848	0.750731918	0.099555149	0.954464178	-0.245502099	0.551262381	-0.208908962	0.588160581	0.196152673	0.375922985	0.131138622	0.648369773	0.251584108	0.570022025
AT4G18840	0.062351619	0.947433295	-0.19168782	0.925510927	-0.016405785	0.980061918	-0.180417163	0.492071786	-0.045528888	0.893025799	-0.232091121	0.467870818	-0.026798734	0.968856584
AT4G18850	-0.098490184	0.871253949	-0.018762486	0.99010584	-0.09140661	0.679188665	0.035824365	0.874521803	-0.081666521	0.644819288	0.112560678	0.544393278	-0.020489158	0.956656066
